日付,銘柄名,コード,業種,TOPIXに占める個別銘柄のウエイト,ニューインデックス区分
20260529,高速,7504,卸売業,0.0036%,TOPIX Small 2
20260529,Ｇ‐７ホールディングス,7508,小売業,0.0029%,TOPIX Small 2
20260529,たけびし,7510,卸売業,0.0017%,TOPIX Small 2
20260529,イオン北海道,7512,小売業,0.0047%,TOPIX Small 1
20260529,コジマ,7513,小売業,0.0051%,TOPIX Small 1
20260529,コーナン商事,7516,小売業,0.0086%,TOPIX Small 1
20260529,エコス,7520,小売業,0.0016%,TOPIX Small 2
20260529,ワタミ,7522,小売業,0.0021%,TOPIX Small 2
20260529,リックス,7525,卸売業,0.0017%,TOPIX Small 2
20260529,システムソフト,7527,情報・通信業,0.0004%,TOPIX Small 2
20260529,パン・パシフィック・インターナショナルホールディングス,7532,小売業,0.1696%,TOPIX Mid400
20260529,丸文,7537,卸売業,0.0029%,TOPIX Small 2
20260529,西松屋チェーン,7545,小売業,0.0083%,TOPIX Small 1
20260529,ゼンショーホールディングス,7550,小売業,0.0787%,TOPIX Mid400
20260529,ハピネット,7552,卸売業,0.0072%,TOPIX Small 1
20260529,幸楽苑,7554,小売業,0.0020%,TOPIX Small 2
20260529,橋本総業ホールディングス,7570,卸売業,0.0009%,TOPIX Small 2
20260529,日本ライフライン,7575,卸売業,0.0064%,TOPIX Small 1
20260529,サイゼリヤ,7581,小売業,0.0151%,TOPIX Small 1
20260529,タカショー,7590,卸売業,0.0006%,TOPIX Small 2
20260529,ＶＴホールディングス,7593,小売業,0.0033%,TOPIX Small 1
20260529,アルゴグラフィックス,7595,情報・通信業,0.0084%,TOPIX Small 1
20260529,魚力,7596,小売業,0.0015%,TOPIX Small 2
20260529,ＩＤＯＭ,7599,卸売業,0.0078%,TOPIX Small 1
20260529,日本エム・ディ・エム,7600,精密機器,0.0012%,TOPIX Small 2
20260529,ユナイテッドアローズ,7606,小売業,0.0051%,TOPIX Small 1
20260529,進和,7607,卸売業,0.0033%,TOPIX Small 2
20260529,ダイトロン,7609,卸売業,0.0056%,TOPIX Small 2
20260529,ハイデイ日高,7611,小売業,0.0082%,TOPIX Small 1
20260529,シークス,7613,卸売業,0.0043%,TOPIX Small 1
20260529,コロワイド,7616,小売業,0.0193%,TOPIX Mid400
20260529,オーハシテクニカ,7628,卸売業,0.0019%,TOPIX Small 2
20260529,壱番屋,7630,小売業,0.0067%,TOPIX Small 1
20260529,白銅,7637,卸売業,0.0021%,TOPIX Small 2
20260529,スギホールディングス,7649,小売業,0.0283%,TOPIX Mid400
20260529,薬王堂ホールディングス,7679,小売業,0.0018%,TOPIX Small 2
20260529,ダブルエー,7683,小売業,0.0011%,TOPIX Small 2
20260529,島津製作所,7701,精密機器,0.0906%,TOPIX Mid400
20260529,ＪＭＳ,7702,精密機器,0.0007%,TOPIX Small 2
20260529,長野計器,7715,精密機器,0.0038%,TOPIX Small 2
20260529,ブイ・テクノロジー,7717,精密機器,0.0051%,TOPIX Small 2
20260529,東京計器,7721,精密機器,0.0089%,TOPIX Small 1
20260529,愛知時計電機,7723,精密機器,0.0025%,TOPIX Small 2
20260529,インターアクション,7725,精密機器,0.0020%,TOPIX Small 2
20260529,東京精密,7729,精密機器,0.0596%,TOPIX Mid400
20260529,マニー,7730,精密機器,0.0139%,TOPIX Small 1
20260529,ニコン,7731,精密機器,0.0416%,TOPIX Mid400
20260529,オリンパス,7733,精密機器,0.1747%,TOPIX Large70
20260529,理研計器,7734,精密機器,0.0093%,TOPIX Small 1
20260529,ＳＣＲＥＥＮホールディングス,7735,電気機器,0.1433%,TOPIX Mid400
20260529,タムロン,7740,精密機器,0.0097%,TOPIX Small 1
20260529,ＨＯＹＡ,7741,精密機器,0.9285%,TOPIX Core30
20260529,ノーリツ鋼機,7744,精密機器,0.0109%,TOPIX Small 1
20260529,Ａ＆Ｄホロンホールディングス,7745,精密機器,0.0068%,TOPIX Small 1
20260529,朝日インテック,7747,精密機器,0.0810%,TOPIX Mid400
20260529,キヤノン,7751,電気機器,0.3428%,TOPIX Large70
20260529,リコー,7752,電気機器,0.0617%,TOPIX Mid400
20260529,シチズン時計,7762,精密機器,0.0346%,TOPIX Small 1
20260529,メニコン,7780,精密機器,0.0109%,TOPIX Small 1
20260529,トランザクション,7818,その他製品,0.0040%,TOPIX Small 2
20260529,ニホンフラッシュ,7820,その他製品,0.0012%,TOPIX Small 2
20260529,前田工繊,7821,その他製品,0.0067%,TOPIX Small 1
20260529,アートネイチャー,7823,その他製品,0.0013%,TOPIX Small 2
20260529,フルヤ金属,7826,その他製品,0.0150%,TOPIX Small 1
20260529,バンダイナムコホールディングス,7832,その他製品,0.1745%,TOPIX Large70
20260529,ＳＨＯＥＩ,7839,その他製品,0.0074%,TOPIX Small 1
20260529,フランスベッドホールディングス,7840,その他製品,0.0032%,TOPIX Small 2
20260529,マーベラス,7844,情報・通信業,0.0015%,TOPIX Small 2
20260529,パイロットコーポレーション,7846,その他製品,0.0126%,TOPIX Mid400
20260529,萩原工業,7856,その他製品,0.0020%,TOPIX Small 2
20260529,エイベックス,7860,情報・通信業,0.0037%,TOPIX Small 1
20260529,フジシールインターナショナル,7864,その他製品,0.0097%,TOPIX Small 1
20260529,タカラトミー,7867,その他製品,0.0280%,TOPIX Mid400
20260529,広済堂ホールディングス,7868,その他製品,0.0039%,TOPIX Small 2
20260529,レック,7874,化学,0.0016%,TOPIX Small 2
20260529,三光合成,7888,化学,0.0018%,TOPIX Small 2
20260529,プロネクサス,7893,その他製品,0.0020%,TOPIX Small 2
20260529,ＴＯＰＰＡＮホールディングス,7911,その他製品,0.0999%,TOPIX Mid400
20260529,大日本印刷,7912,その他製品,0.1080%,TOPIX Mid400
20260529,共同印刷,7914,その他製品,0.0028%,TOPIX Small 2
20260529,ＮＩＳＳＨＡ,7915,その他製品,0.0053%,TOPIX Small 1
20260529,ＺＡＣＲＯＳ,7917,化学,0.0073%,TOPIX Small 2
20260529,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,7921,その他製品,0.0032%,TOPIX Small 2
20260529,前澤化成工業,7925,化学,0.0023%,TOPIX Small 2
20260529,未来工業,7931,化学,0.0027%,TOPIX Small 2
20260529,アシックス,7936,その他製品,0.3364%,TOPIX Large70
20260529,ツツミ,7937,その他製品,0.0012%,TOPIX Small 2
20260529,ＪＳＰ,7942,化学,0.0027%,TOPIX Small 2
20260529,ニチハ,7943,ガラス・土石製品,0.0062%,TOPIX Small 1
20260529,ローランド,7944,その他製品,0.0066%,TOPIX Small 1
20260529,エフピコ,7947,化学,0.0082%,TOPIX Small 1
20260529,小松ウオール工業,7949,その他製品,0.0033%,TOPIX Small 2
20260529,ヤマハ,7951,その他製品,0.0325%,TOPIX Mid400
20260529,河合楽器製作所,7952,その他製品,0.0016%,TOPIX Small 2
20260529,クリナップ,7955,その他製品,0.0019%,TOPIX Small 2
20260529,ピジョン,7956,その他製品,0.0199%,TOPIX Mid400
20260529,キングジム,7962,その他製品,0.0013%,TOPIX Small 2
20260529,象印マホービン,7965,電気機器,0.0071%,TOPIX Small 1
20260529,リンテック,7966,その他製品,0.0225%,TOPIX Small 1
20260529,信越ポリマー,7970,化学,0.0089%,TOPIX Small 1
20260529,イトーキ,7972,その他製品,0.0102%,TOPIX Small 1
20260529,任天堂,7974,その他製品,0.8080%,TOPIX Core30
20260529,三菱鉛筆,7976,その他製品,0.0064%,TOPIX Small 1
20260529,松風,7979,精密機器,0.0039%,TOPIX Small 2
20260529,タカラスタンダード,7981,その他製品,0.0114%,TOPIX Small 1
20260529,コクヨ,7984,その他製品,0.0293%,TOPIX Mid400
20260529,ナカバヤシ,7987,その他製品,0.0011%,TOPIX Small 2
20260529,ニフコ,7988,化学,0.0306%,TOPIX Mid400
20260529,立川ブラインド工業,7989,金属製品,0.0023%,TOPIX Small 2
20260529,グローブライド,7990,その他製品,0.0044%,TOPIX Small 1
20260529,オカムラ,7994,その他製品,0.0126%,TOPIX Small 1
20260529,バルカー,7995,化学,0.0124%,TOPIX Small 1
20260529,伊藤忠商事,8001,卸売業,1.2432%,TOPIX Core30
20260529,丸紅,8002,卸売業,0.7577%,TOPIX Large70
20260529,スクロール,8005,小売業,0.0054%,TOPIX Small 2
20260529,ヨンドシーホールディングス,8008,小売業,0.0033%,TOPIX Small 1
20260529,三陽商会,8011,繊維製品,0.0032%,TOPIX Small 2
20260529,長瀬産業,8012,卸売業,0.0368%,TOPIX Mid400
20260529,蝶理,8014,卸売業,0.0042%,TOPIX Small 2
20260529,豊田通商,8015,卸売業,0.3978%,TOPIX Large70
20260529,オンワードホールディングス,8016,繊維製品,0.0077%,TOPIX Small 1
20260529,三共生興,8018,卸売業,0.0021%,TOPIX Small 2
20260529,兼松,8020,卸売業,0.0345%,TOPIX Mid400
20260529,美津濃,8022,その他製品,0.0159%,TOPIX Small 1
20260529,ルックホールディングス,8029,繊維製品,0.0015%,TOPIX Small 2
20260529,三井物産,8031,卸売業,1.4330%,TOPIX Core30
20260529,日本紙パルプ商事,8032,卸売業,0.0118%,TOPIX Small 2
20260529,東京エレクトロン,8035,電気機器,1.9886%,TOPIX Core30
20260529,カメイ,8037,卸売業,0.0064%,TOPIX Small 2
20260529,スターゼン,8043,卸売業,0.0051%,TOPIX Small 2
20260529,セイコーグループ,8050,精密機器,0.0356%,TOPIX Small 1
20260529,山善,8051,卸売業,0.0101%,TOPIX Small 1
20260529,椿本興業,8052,卸売業,0.0035%,TOPIX Small 2
20260529,住友商事,8053,卸売業,0.8021%,TOPIX Large70
20260529,ＢＩＰＲＯＧＹ,8056,情報・通信業,0.0276%,TOPIX Mid400
20260529,内田洋行,8057,卸売業,0.0078%,TOPIX Small 1
20260529,三菱商事,8058,卸売業,1.7772%,TOPIX Core30
20260529,第一実業,8059,卸売業,0.0055%,TOPIX Small 2
20260529,キヤノンマーケティングジャパン,8060,卸売業,0.0321%,TOPIX Mid400
20260529,西華産業,8061,卸売業,0.0089%,TOPIX Small 1
20260529,佐藤商事,8065,卸売業,0.0043%,TOPIX Small 2
20260529,東京産業,8070,卸売業,0.0015%,TOPIX Small 2
20260529,ＹＵＡＳＡ,8074,卸売業,0.0093%,TOPIX Small 1
20260529,神鋼商事,8075,卸売業,0.0035%,TOPIX Small 2
20260529,阪和興業,8078,卸売業,0.0298%,TOPIX Small 1
20260529,正栄食品工業,8079,卸売業,0.0051%,TOPIX Small 1
20260529,カナデン,8081,卸売業,0.0040%,TOPIX Small 2
20260529,ＲＹＯＤＥＮ,8084,卸売業,0.0055%,TOPIX Small 2
20260529,ニプロ,8086,精密機器,0.0259%,TOPIX Mid400
20260529,岩谷産業,8088,卸売業,0.0383%,TOPIX Mid400
20260529,極東貿易,8093,卸売業,0.0019%,TOPIX Small 2
20260529,アステナホールディングス,8095,卸売業,0.0017%,TOPIX Small 2
20260529,三愛オブリ,8097,卸売業,0.0090%,TOPIX Small 1
20260529,稲畑産業,8098,卸売業,0.0167%,TOPIX Small 1
20260529,ＧＳＩクレオス,8101,卸売業,0.0026%,TOPIX Small 2
20260529,明和産業,8103,卸売業,0.0024%,TOPIX Small 2
20260529,ゴールドウイン,8111,繊維製品,0.0223%,TOPIX Mid400
20260529,ユニ・チャーム,8113,化学,0.1074%,TOPIX Large70
20260529,ワキタ,8125,卸売業,0.0053%,TOPIX Small 1
20260529,東邦ホールディングス,8129,卸売業,0.0229%,TOPIX Mid400
20260529,サンゲツ,8130,卸売業,0.0139%,TOPIX Small 1
20260529,ミツウロコグループホールディングス,8131,卸売業,0.0041%,TOPIX Small 2
20260529,シナネンホールディングス,8132,卸売業,0.0028%,TOPIX Small 2
20260529,伊藤忠エネクス,8133,卸売業,0.0092%,TOPIX Small 1
20260529,サンリオ,8136,卸売業,0.0812%,TOPIX Mid400
20260529,サンワテクノス,8137,卸売業,0.0042%,TOPIX Small 2
20260529,新光商事,8141,卸売業,0.0036%,TOPIX Small 2
20260529,トーホー,8142,卸売業,0.0030%,TOPIX Small 2
20260529,三信電気,8150,卸売業,0.0031%,TOPIX Small 2
20260529,東陽テクニカ,8151,卸売業,0.0033%,TOPIX Small 2
20260529,モスフードサービス,8153,卸売業,0.0101%,TOPIX Small 1
20260529,加賀電子,8154,卸売業,0.0157%,TOPIX Small 1
20260529,都築電気,8157,情報・通信業,0.0047%,TOPIX Small 2
20260529,ソーダニッカ,8158,卸売業,0.0020%,TOPIX Small 2
20260529,立花エレテック,8159,卸売業,0.0037%,TOPIX Small 2
20260529,木曽路,8160,小売業,0.0067%,TOPIX Small 1
20260529,ＳＲＳホールディングス,8163,小売業,0.0037%,TOPIX Small 2
20260529,千趣会,8165,小売業,0.0005%,TOPIX Small 2
20260529,リテールパートナーズ,8167,小売業,0.0035%,TOPIX Small 2
20260529,Ｊｏｓｈｉｎ,8173,小売業,0.0064%,TOPIX Small 1
20260529,日本瓦斯,8174,小売業,0.0253%,TOPIX Mid400
20260529,ロイヤルホールディングス,8179,小売業,0.0095%,TOPIX Small 1
20260529,チヨダ,8185,小売業,0.0018%,TOPIX Small 2
20260529,ライフコーポレーション,8194,小売業,0.0090%,TOPIX Small 1
20260529,リンガーハット,8200,小売業,0.0055%,TOPIX Small 1
20260529,ＭｒＭａｘＨＤ,8203,小売業,0.0011%,TOPIX Small 2
20260529,ＡＯＫＩホールディングス,8214,小売業,0.0067%,TOPIX Small 1
20260529,オークワ,8217,小売業,0.0020%,TOPIX Small 2
20260529,コメリ,8218,小売業,0.0088%,TOPIX Small 1
20260529,青山商事,8219,小売業,0.0085%,TOPIX Small 1
20260529,しまむら,8227,小売業,0.0443%,TOPIX Mid400
20260529,高島屋,8233,小売業,0.0534%,TOPIX Mid400
20260529,松屋,8237,小売業,0.0051%,TOPIX Small 1
20260529,エイチ・ツー・オー　リテイリング,8242,小売業,0.0232%,TOPIX Mid400
20260529,近鉄百貨店,8244,小売業,0.0019%,TOPIX Small 2
20260529,丸井グループ,8252,小売業,0.0305%,TOPIX Mid400
20260529,クレディセゾン,8253,その他金融業,0.0410%,TOPIX Mid400
20260529,アクシアル　リテイリング,8255,小売業,0.0054%,TOPIX Small 2
20260529,イオン,8267,小売業,0.3140%,TOPIX Large70
20260529,イズミ,8273,小売業,0.0091%,TOPIX Small 1
20260529,フォーバル,8275,卸売業,0.0008%,TOPIX Small 2
20260529,平和堂,8276,小売業,0.0078%,TOPIX Small 1
20260529,フジ,8278,小売業,0.0059%,TOPIX Small 1
20260529,ゼビオホールディングス,8281,小売業,0.0024%,TOPIX Small 1
20260529,ケーズホールディングス,8282,小売業,0.0262%,TOPIX Mid400
20260529,ＰＡＬＴＡＣ,8283,卸売業,0.0194%,TOPIX Mid400
20260529,三谷産業,8285,卸売業,0.0022%,TOPIX Small 2
20260529,ＳＢＩ新生銀行,8303,銀行業,0.0423%,TOPIX Mid400
20260529,あおぞら銀行,8304,銀行業,0.0303%,TOPIX Mid400
20260529,三菱ＵＦＪフィナンシャル・グループ,8306,銀行業,3.3657%,TOPIX Core30
20260529,りそなホールディングス,8308,銀行業,0.4450%,TOPIX Large70
20260529,三井住友トラストグループ,8309,銀行業,0.3359%,TOPIX Large70
20260529,三井住友フィナンシャルグループ,8316,銀行業,2.2566%,TOPIX Core30
20260529,千葉銀行,8331,銀行業,0.1218%,TOPIX Mid400
20260529,群馬銀行,8334,銀行業,0.0725%,TOPIX Mid400
20260529,武蔵野銀行,8336,銀行業,0.0180%,TOPIX Small 1
20260529,千葉興業銀行,8337,銀行業,0.0077%,TOPIX Small 1
20260529,筑波銀行,8338,銀行業,0.0048%,TOPIX Small 2
20260529,七十七銀行,8341,銀行業,0.0539%,TOPIX Mid400
20260529,秋田銀行,8343,銀行業,0.0071%,TOPIX Small 2
20260529,山形銀行,8344,銀行業,0.0071%,TOPIX Small 2
20260529,岩手銀行,8345,銀行業,0.0084%,TOPIX Small 2
20260529,東邦銀行,8346,銀行業,0.0154%,TOPIX Small 1
20260529,ふくおかフィナンシャルグループ,8354,銀行業,0.0931%,TOPIX Mid400
20260529,スルガ銀行,8358,銀行業,0.0278%,TOPIX Small 1
20260529,八十二長野銀行,8359,銀行業,0.0852%,TOPIX Mid400
20260529,山梨中央銀行,8360,銀行業,0.0127%,TOPIX Small 1
20260529,大垣共立銀行,8361,銀行業,0.0262%,TOPIX Small 1
20260529,福井銀行,8362,銀行業,0.0079%,TOPIX Small 2
20260529,清水銀行,8364,銀行業,0.0018%,TOPIX Small 2
20260529,滋賀銀行,8366,銀行業,0.0244%,TOPIX Small 1
20260529,南都銀行,8367,銀行業,0.0226%,TOPIX Small 1
20260529,百五銀行,8368,銀行業,0.0319%,TOPIX Small 1
20260529,紀陽銀行,8370,銀行業,0.0251%,TOPIX Small 1
20260529,ほくほくフィナンシャルグループ,8377,銀行業,0.0687%,TOPIX Mid400
20260529,山陰合同銀行,8381,銀行業,0.0230%,TOPIX Small 1
20260529,百十四銀行,8386,銀行業,0.0173%,TOPIX Small 1
20260529,四国銀行,8387,銀行業,0.0077%,TOPIX Small 2
20260529,阿波銀行,8388,銀行業,0.0176%,TOPIX Small 1
20260529,大分銀行,8392,銀行業,0.0125%,TOPIX Small 2
20260529,宮崎銀行,8393,銀行業,0.0097%,TOPIX Small 2
20260529,佐賀銀行,8395,銀行業,0.0058%,TOPIX Small 2
20260529,琉球銀行,8399,銀行業,0.0095%,TOPIX Small 1
20260529,セブン銀行,8410,銀行業,0.0151%,TOPIX Mid400
20260529,みずほフィナンシャルグループ,8411,銀行業,1.7808%,TOPIX Core30
20260529,山口フィナンシャルグループ,8418,銀行業,0.0478%,TOPIX Mid400
20260529,芙蓉総合リース,8424,その他金融業,0.0206%,TOPIX Mid400
20260529,みずほリース,8425,その他金融業,0.0174%,TOPIX Small 1
20260529,東京センチュリー,8439,その他金融業,0.0314%,TOPIX Mid400
20260529,ＳＢＩホールディングス,8473,証券、商品先物取引業,0.1819%,TOPIX Mid400
20260529,日本証券金融,8511,その他金融業,0.0141%,TOPIX Small 1
20260529,名古屋銀行,8522,銀行業,0.0195%,TOPIX Small 1
20260529,北洋銀行,8524,銀行業,0.0224%,TOPIX Small 1
20260529,愛媛銀行,8541,銀行業,0.0050%,TOPIX Small 2
20260529,京葉銀行,8544,銀行業,0.0198%,TOPIX Small 1
20260529,栃木銀行,8550,銀行業,0.0091%,TOPIX Small 2
20260529,北日本銀行,8551,銀行業,0.0030%,TOPIX Small 2
20260529,東和銀行,8558,銀行業,0.0043%,TOPIX Small 2
20260529,リコーリース,8566,その他金融業,0.0102%,TOPIX Small 1
20260529,イオンフィナンシャルサービス,8570,その他金融業,0.0154%,TOPIX Mid400
20260529,アコム,8572,その他金融業,0.0148%,TOPIX Mid400
20260529,ジャックス,8584,その他金融業,0.0074%,TOPIX Small 1
20260529,オリエントコーポレーション,8585,その他金融業,0.0062%,TOPIX Small 1
20260529,オリックス,8591,その他金融業,0.6630%,TOPIX Large70
20260529,三菱ＨＣキャピタル,8593,その他金融業,0.1161%,TOPIX Mid400
20260529,ジャフコ　グループ,8595,証券、商品先物取引業,0.0107%,TOPIX Mid400
20260529,トモニホールディングス,8600,銀行業,0.0149%,TOPIX Small 1
20260529,大和証券グループ本社,8601,証券、商品先物取引業,0.1909%,TOPIX Mid400
20260529,野村ホールディングス,8604,証券、商品先物取引業,0.3753%,TOPIX Large70
20260529,岡三証券グループ,8609,証券、商品先物取引業,0.0132%,TOPIX Small 1
20260529,丸三証券,8613,証券、商品先物取引業,0.0061%,TOPIX Small 1
20260529,東洋証券,8614,証券、商品先物取引業,0.0033%,TOPIX Small 2
20260529,東海東京フィナンシャル・ホールディングス,8616,証券、商品先物取引業,0.0146%,TOPIX Small 1
20260529,水戸証券,8622,証券、商品先物取引業,0.0031%,TOPIX Small 2
20260529,いちよし証券,8624,証券、商品先物取引業,0.0043%,TOPIX Small 2
20260529,松井証券,8628,証券、商品先物取引業,0.0119%,TOPIX Small 1
20260529,ＳＯＭＰＯホールディングス,8630,保険業,0.5264%,TOPIX Large70
20260529,日本取引所グループ,8697,その他金融業,0.1904%,TOPIX Large70
20260529,マネックスグループ,8698,証券、商品先物取引業,0.0121%,TOPIX Small 1
20260529,極東証券,8706,証券、商品先物取引業,0.0038%,TOPIX Small 1
20260529,岩井コスモホールディングス,8707,証券、商品先物取引業,0.0072%,TOPIX Small 1
20260529,アイザワ証券グループ,8708,証券、商品先物取引業,0.0027%,TOPIX Small 2
20260529,フィデアホールディングス,8713,銀行業,0.0036%,TOPIX Small 2
20260529,池田泉州ホールディングス,8714,銀行業,0.0238%,TOPIX Small 1
20260529,アニコム　ホールディングス,8715,保険業,0.0067%,TOPIX Small 1
20260529,ＭＳ＆ＡＤインシュアランスグループホールディングス,8725,保険業,0.4754%,TOPIX Large70
20260529,ソニーフィナンシャルグループ,8729,保険業,0.0826%,TOPIX Core30
20260529,スパークス・グループ,8739,証券、商品先物取引業,0.0042%,TOPIX Small 2
20260529,第一ライフグループ,8750,保険業,0.5603%,TOPIX Large70
20260529,東京海上ホールディングス,8766,保険業,1.3005%,TOPIX Core30
20260529,イー・ギャランティ,8771,その他金融業,0.0047%,TOPIX Small 1
20260529,ＮＥＣキャピタルソリューション,8793,その他金融業,0.0035%,TOPIX Small 2
20260529,Ｔ＆Ｄホールディングス,8795,保険業,0.1659%,TOPIX Mid400
20260529,アドバンスクリエイト,8798,保険業,0.0002%,TOPIX Small 2
20260529,三井不動産,8801,不動産業,0.3989%,TOPIX Large70
20260529,三菱地所,8802,不動産業,0.4335%,TOPIX Large70
20260529,平和不動産,8803,不動産業,0.0078%,TOPIX Small 1
20260529,東京建物,8804,不動産業,0.0551%,TOPIX Mid400
20260529,京阪神ビルディング,8818,不動産業,0.0056%,TOPIX Small 2
20260529,住友不動産,8830,不動産業,0.1880%,TOPIX Large70
20260529,テーオーシー,8841,不動産業,0.0033%,TOPIX Small 2
20260529,レオパレス２１,8848,不動産業,0.0099%,TOPIX Small 1
20260529,スターツコーポレーション,8850,不動産業,0.0149%,TOPIX Small 1
20260529,フジ住宅,8860,不動産業,0.0017%,TOPIX Small 2
20260529,空港施設,8864,不動産業,0.0022%,TOPIX Small 2
20260529,明和地所,8869,不動産業,0.0011%,TOPIX Small 2
20260529,ゴールドクレスト,8871,不動産業,0.0035%,TOPIX Small 1
20260529,リログループ,8876,サービス業,0.0152%,TOPIX Mid400
20260529,エスリード,8877,不動産業,0.0043%,TOPIX Small 2
20260529,日神グループホールディングス,8881,不動産業,0.0018%,TOPIX Small 2
20260529,エスコン,8892,不動産業,0.0044%,TOPIX Small 1
20260529,ＭＩＲＡＲＴＨホールディングス,8897,不動産業,0.0047%,TOPIX Small 1
20260529,ランド,8918,不動産業,0.0011%,TOPIX Small 2
20260529,カチタス,8919,不動産業,0.0166%,TOPIX Small 1
20260529,東祥,8920,サービス業,0.0012%,TOPIX Small 2
20260529,トーセイ,8923,不動産業,0.0085%,TOPIX Small 1
20260529,サンフロンティア不動産,8934,不動産業,0.0066%,TOPIX Small 1
20260529,ＦＪネクストホールディングス,8935,不動産業,0.0031%,TOPIX Small 2
20260529,グランディハウス,8999,不動産業,0.0009%,TOPIX Small 2
20260529,東武鉄道,9001,陸運業,0.0519%,TOPIX Mid400
20260529,相鉄ホールディングス,9003,陸運業,0.0170%,TOPIX Mid400
20260529,東急,9005,陸運業,0.0741%,TOPIX Mid400
20260529,京浜急行電鉄,9006,陸運業,0.0309%,TOPIX Mid400
20260529,小田急電鉄,9007,陸運業,0.0443%,TOPIX Mid400
20260529,京王電鉄,9008,陸運業,0.0292%,TOPIX Mid400
20260529,京成電鉄,9009,陸運業,0.0343%,TOPIX Mid400
20260529,富士急行,9010,陸運業,0.0045%,TOPIX Small 1
20260529,東日本旅客鉄道,9020,陸運業,0.3399%,TOPIX Large70
20260529,西日本旅客鉄道,9021,陸運業,0.1132%,TOPIX Large70
20260529,東海旅客鉄道,9022,陸運業,0.2588%,TOPIX Large70
20260529,東京地下鉄,9023,陸運業,0.0421%,TOPIX Mid400
20260529,西武ホールディングス,9024,陸運業,0.0524%,TOPIX Mid400
20260529,鴻池運輸,9025,陸運業,0.0084%,TOPIX Small 1
20260529,西日本鉄道,9031,陸運業,0.0147%,TOPIX Mid400
20260529,ハマキョウレックス,9037,陸運業,0.0107%,TOPIX Small 1
20260529,サカイ引越センター,9039,陸運業,0.0065%,TOPIX Small 1
20260529,近鉄グループホールディングス,9041,陸運業,0.0693%,TOPIX Mid400
20260529,阪急阪神ホールディングス,9042,陸運業,0.1114%,TOPIX Mid400
20260529,ＮＡＮＫＡＩ,9044,陸運業,0.0230%,TOPIX Mid400
20260529,京阪ホールディングス,9045,陸運業,0.0300%,TOPIX Mid400
20260529,神戸電鉄,9046,陸運業,0.0012%,TOPIX Small 2
20260529,名古屋鉄道,9048,陸運業,0.0358%,TOPIX Mid400
20260529,山陽電気鉄道,9052,陸運業,0.0026%,TOPIX Small 2
20260529,ヤマトホールディングス,9064,陸運業,0.0398%,TOPIX Mid400
20260529,山九,9065,陸運業,0.0353%,TOPIX Mid400
20260529,丸全昭和運輸,9068,陸運業,0.0085%,TOPIX Small 1
20260529,センコーグループホールディングス,9069,陸運業,0.0249%,TOPIX Mid400
20260529,ニッコンホールディングス,9072,陸運業,0.0456%,TOPIX Mid400
20260529,福山通運,9075,陸運業,0.0127%,TOPIX Small 1
20260529,セイノーホールディングス,9076,陸運業,0.0242%,TOPIX Mid400
20260529,神奈川中央交通,9081,陸運業,0.0017%,TOPIX Small 2
20260529,ＡＺ－ＣＯＭ丸和ホールディングス,9090,陸運業,0.0045%,TOPIX Small 1
20260529,日本郵船,9101,海運業,0.1907%,TOPIX Large70
20260529,商船三井,9104,海運業,0.1880%,TOPIX Large70
20260529,川崎汽船,9107,海運業,0.0979%,TOPIX Mid400
20260529,ＮＳユナイテッド海運,9110,海運業,0.0089%,TOPIX Small 1
20260529,飯野海運,9119,海運業,0.0104%,TOPIX Small 1
20260529,九州旅客鉄道,9142,陸運業,0.0478%,TOPIX Mid400
20260529,ＳＧホールディングス,9143,陸運業,0.0439%,TOPIX Mid400
20260529,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,9147,陸運業,0.0950%,TOPIX Mid400
20260529,日本航空,9201,空運業,0.1132%,TOPIX Mid400
20260529,ＡＮＡホールディングス,9202,空運業,0.1466%,TOPIX Large70
20260529,ビーウィズ,9216,サービス業,0.0013%,TOPIX Small 2
20260529,サンウェルズ,9229,サービス業,0.0003%,TOPIX Small 2
20260529,ＴＲＥホールディングス,9247,サービス業,0.0070%,TOPIX Small 1
20260529,人・夢・技術グループ,9248,サービス業,0.0011%,TOPIX Small 2
20260529,シルバーライフ,9262,小売業,0.0004%,TOPIX Small 2
20260529,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,9267,小売業,0.0056%,TOPIX Small 1
20260529,コーア商事ホールディングス,9273,卸売業,0.0014%,TOPIX Small 2
20260529,ＫＰＰグループホールディングス,9274,卸売業,0.0050%,TOPIX Small 1
20260529,ブックオフグループホールディングス,9278,小売業,0.0028%,TOPIX Small 2
20260529,ギフトホールディングス,9279,小売業,0.0045%,TOPIX Small 2
20260529,三菱倉庫,9301,倉庫・運輸関連業,0.0294%,TOPIX Mid400
20260529,三井倉庫ホールディングス,9302,倉庫・運輸関連業,0.0215%,TOPIX Mid400
20260529,住友倉庫,9303,倉庫・運輸関連業,0.0202%,TOPIX Small 1
20260529,澁澤倉庫,9304,倉庫・運輸関連業,0.0041%,TOPIX Small 2
20260529,ヤマタネ,9305,卸売業,0.0030%,TOPIX Small 2
20260529,乾汽船,9308,海運業,0.0037%,TOPIX Small 2
20260529,日本トランスシティ,9310,倉庫・運輸関連業,0.0051%,TOPIX Small 2
